AccidentID,DateTime,County,WeatherCondition,RoadCondition,VehicleType,SeverityLevel,NumberOfVehicles,NumberOfInjuries,Cause,Junction,Traffic_Signal,Bump
A00212,8/31/2023 14:39,Queens,Foggy,Under Construction,Car,Moderate,3,5,Distracted Driving,TRUE,FALSE,FALSE
A00213,4/21/2023 7:07,The Bronx,Sunny,Under Construction,Motorcycle,Minor,4,7,Poor Road Condition,FALSE,FALSE,FALSE
A00214,9/18/2023 15:33,Brooklyn,Sunny,Wet,Car,Minor,1,4,Distracted Driving,FALSE,TRUE,FALSE
A00215,4/3/2023 5:41,Brooklyn,Sunny,Wet,Bus,Moderate,3,9,Poor Road Condition,FALSE,FALSE,FALSE
A00216,10/13/2023 23:00,Brooklyn,Sunny,Under Construction,Car,Severe,2,8,Distracted Driving,FALSE,FALSE,FALSE
A00217,7/16/2023 15:23,Brooklyn,Sunny,Under Construction,Truck,Moderate,2,4,Distracted Driving,FALSE,FALSE,FALSE
A00218,3/17/2023 15:50,Brooklyn,Sunny,Wet,Truck,Moderate,2,4,Distracted Driving,TRUE,FALSE,FALSE
A00219,7/8/2023 5:06,Manhattan,Foggy,Dry,Car,Severe,2,2,Speeding,FALSE,FALSE,FALSE
A00220,6/19/2023 9:56,The Bronx,Snowy,Under Construction,Car,Moderate,1,9,Speeding,TRUE,FALSE,FALSE
A00221,11/4/2023 19:34,The Bronx,Sunny,Wet,Car,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A00222,4/2/2023 20:28,Manhattan,Sunny,Under Construction,Car,Minor,2,6,Drunk Driving,FALSE,FALSE,FALSE
A00223,10/23/2023 22:31,Manhattan,Foggy,Dry,Bus,Moderate,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A00224,1/15/2023 10:42,Manhattan,Rainy,Under Construction,Car,Moderate,1,8,Poor Road Condition,TRUE,FALSE,FALSE
A00225,2/22/2023 22:33,The Bronx,Sunny,Dry,Motorcycle,Minor,1,8,Speeding,FALSE,FALSE,FALSE
A00226,2/10/2023 20:54,Staten Island,Rainy,Wet,Truck,Moderate,1,9,Drunk Driving,FALSE,FALSE,FALSE
A00227,9/26/2023 11:08,Manhattan,Rainy,Wet,Bus,Moderate,1,6,Poor Road Condition,FALSE,FALSE,FALSE
A00228,4/16/2023 5:02,The Bronx,Foggy,Under Construction,Motorcycle,Moderate,1,8,Drunk Driving,FALSE,FALSE,FALSE
A00229,5/9/2023 12:04,Queens,Sunny,,Car,Moderate,1,0,Distracted Driving,TRUE,FALSE,FALSE
A00230,4/29/2023 10:49,Queens,Foggy,Dry,Bus,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A00231,11/23/2023 8:32,Queens,Sunny,,,Minor,2,1,Drunk Driving,TRUE,TRUE,FALSE
A00232,6/19/2023 6:36,Brooklyn,Sunny,Wet,Car,Severe,1,0,Speeding,FALSE,FALSE,FALSE
A00233,3/15/2023 20:09,The Bronx,Sunny,Dry,Motorcycle,Moderate,3,7,Speeding,TRUE,FALSE,FALSE
A00234,3/26/2023 6:37,Brooklyn,Sunny,Dry,Motorcycle,Minor,4,3,Drunk Driving,FALSE,FALSE,FALSE
A00235,9/25/2023 4:08,Queens,,Under Construction,Motorcycle,Moderate,1,2,Drunk Driving,FALSE,FALSE,FALSE
A00236,1/31/2023 19:39,Manhattan,Snowy,Dry,Motorcycle,Moderate,2,9,Distracted Driving,FALSE,FALSE,FALSE
A00237,9/22/2023 7:19,Staten Island,,Wet,Bus,Minor,1,3,Distracted Driving,FALSE,FALSE,FALSE
A00238,6/28/2023 10:10,Brooklyn,Sunny,Wet,Truck,Moderate,1,9,Poor Road Condition,TRUE,FALSE,FALSE
A00239,3/3/2023 9:49,The Bronx,Rainy,Wet,Bus,Moderate,2,6,Speeding,FALSE,FALSE,TRUE
A00240,3/1/2023 9:42,The Bronx,Snowy,Under Construction,Bus,Moderate,2,9,Distracted Driving,FALSE,FALSE,FALSE
A00241,1/1/2023 7:17,Queens,Snowy,Wet,Truck,Severe,2,6,Speeding,TRUE,FALSE,FALSE
A00242,8/15/2023 6:48,Queens,Sunny,Wet,Truck,Moderate,2,3,Speeding,FALSE,FALSE,FALSE
A00243,5/11/2023 7:39,Brooklyn,Sunny,Wet,Car,Minor,2,3,Poor Road Condition,FALSE,FALSE,FALSE
A00244,8/20/2023 15:12,Queens,Foggy,Dry,Bus,,2,0,Distracted Driving,FALSE,FALSE,TRUE
A00245,10/2/2023 16:05,Staten Island,Sunny,Wet,,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A00246,10/20/2023 22:50,The Bronx,Snowy,Under Construction,Bus,Minor,2,4,Drunk Driving,TRUE,FALSE,FALSE
A00247,2/14/2023 4:05,The Bronx,Snowy,Wet,Motorcycle,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A00248,10/1/2023 0:39,Queens,Sunny,,Car,Moderate,1,6,Drunk Driving,TRUE,FALSE,FALSE
A00249,8/6/2023 5:55,The Bronx,Sunny,Dry,Truck,Severe,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A00250,3/27/2023 20:50,The Bronx,Sunny,Wet,Bus,Moderate,2,4,Poor Road Condition,FALSE,FALSE,FALSE
A00251,5/27/2023 13:21,Queens,Rainy,Wet,Car,Moderate,1,45,Drunk Driving,FALSE,TRUE,FALSE
A00252,8/17/2023 11:05,Manhattan,Sunny,,Motorcycle,Moderate,1,7,Distracted Driving,FALSE,FALSE,FALSE
A00253,2/22/2023 21:23,Brooklyn,Sunny,Under Construction,Bus,Severe,1,0,Distracted Driving,FALSE,FALSE,FALSE
A00254,10/21/2023 17:43,Manhattan,Rainy,Under Construction,Motorcycle,Severe,2,1,Speeding,FALSE,FALSE,FALSE
A00255,9/1/2023 22:13,Brooklyn,Rainy,Wet,Car,Severe,3,5,Speeding,FALSE,FALSE,TRUE
A00256,5/18/2023 23:35,The Bronx,Sunny,Wet,Car,Minor,2,1,Speeding,FALSE,FALSE,FALSE
A00257,4/6/2023 11:31,Manhattan,Sunny,Wet,Car,Severe,1,9,Drunk Driving,FALSE,FALSE,FALSE
A00258,3/17/2023 11:47,Staten Island,Snowy,Dry,Motorcycle,Severe,1,2,Distracted Driving,FALSE,TRUE,TRUE
A00259,8/23/2023 11:47,The Bronx,Sunny,Wet,Bus,Moderate,1,3,Distracted Driving,FALSE,FALSE,FALSE
A00260,9/26/2023 9:47,Queens,Snowy,Dry,Truck,Moderate,4,8,Distracted Driving,FALSE,TRUE,FALSE
A00261,3/21/2023 15:40,Manhattan,Rainy,Dry,Car,Moderate,3,4,Distracted Driving,TRUE,FALSE,FALSE
A00262,9/9/2023 0:14,Queens,Snowy,Under Construction,Motorcycle,Moderate,2,7,Distracted Driving,TRUE,FALSE,FALSE
A00263,1/24/2023 9:30,Manhattan,Rainy,Under Construction,Motorcycle,Minor,1,4,Poor Road Condition,FALSE,FALSE,TRUE
A00264,8/19/2023 12:02,The Bronx,Sunny,Dry,Motorcycle,Severe,1,9,Speeding,FALSE,FALSE,FALSE
A00265,7/11/2023 19:42,Staten Island,Sunny,Dry,Truck,Moderate,1,1,Distracted Driving,FALSE,FALSE,FALSE
A00266,8/30/2023 2:40,Staten Island,Sunny,Wet,Truck,Moderate,2,0,Distracted Driving,FALSE,FALSE,TRUE
A00267,6/13/2023 18:33,Manhattan,Rainy,Under Construction,Motorcycle,Moderate,4,8,Distracted Driving,FALSE,FALSE,FALSE
A00268,5/7/2023 11:02,Queens,Snowy,,Motorcycle,Moderate,2,7,Distracted Driving,TRUE,FALSE,FALSE
A00269,8/11/2023 23:10,The Bronx,Snowy,Dry,Car,Moderate,1,6,Distracted Driving,FALSE,FALSE,FALSE
A00270,10/16/2023 17:43,Staten Island,Sunny,Under Construction,Bus,Moderate,2,1,Distracted Driving,FALSE,FALSE,FALSE
A00271,8/14/2023 4:21,The Bronx,Snowy,Dry,Motorcycle,Severe,2,8,Distracted Driving,FALSE,FALSE,FALSE
A00272,5/15/2023 0:20,Brooklyn,Rainy,Dry,Motorcycle,Moderate,1,3,Drunk Driving,FALSE,FALSE,TRUE
A00273,5/16/2023 1:58,Queens,Foggy,Dry,Truck,Moderate,2,5,Distracted Driving,FALSE,FALSE,FALSE
A00274,5/13/2023 13:27,The Bronx,Foggy,Dry,Motorcycle,Moderate,1,9,Distracted Driving,TRUE,FALSE,FALSE
A00275,4/3/2023 0:41,Manhattan,Sunny,Wet,Truck,Moderate,2,7,Drunk Driving,TRUE,FALSE,TRUE
A00276,3/14/2023 14:40,Staten Island,Foggy,Under Construction,Motorcycle,Severe,2,8,Distracted Driving,FALSE,FALSE,FALSE
A00277,8/9/2023 9:43,Brooklyn,Sunny,Dry,Motorcycle,Minor,2,0,Drunk Driving,FALSE,TRUE,FALSE
A00278,7/27/2023 19:15,The Bronx,Snowy,Wet,Motorcycle,Moderate,1,3,Speeding,FALSE,FALSE,FALSE
A00279,4/17/2023 17:25,Brooklyn,Foggy,Dry,Motorcycle,,4,7,Speeding,TRUE,FALSE,FALSE
A00280,2/14/2023 12:51,The Bronx,Sunny,Dry,Bus,Moderate,3,5,Drunk Driving,FALSE,FALSE,FALSE
A00281,8/2/2023 11:21,Manhattan,Snowy,Wet,Truck,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A00282,9/30/2023 23:48,Staten Island,Sunny,Wet,Truck,Severe,2,1,Drunk Driving,FALSE,FALSE,FALSE
A00283,4/22/2023 20:25,Manhattan,Sunny,Dry,Truck,Minor,3,4,Distracted Driving,TRUE,TRUE,FALSE
A00284,3/18/2023 12:06,Queens,Snowy,Wet,Truck,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A00285,9/8/2023 16:33,Manhattan,Rainy,Under Construction,Bus,Moderate,1,2,Drunk Driving,FALSE,FALSE,FALSE
A00286,10/9/2023 9:36,The Bronx,Snowy,Wet,Car,Minor,2,6,Speeding,FALSE,FALSE,FALSE
A00287,10/13/2023 19:46,Staten Island,Foggy,Dry,Truck,Moderate,1,0,Poor Road Condition,TRUE,FALSE,FALSE
A00288,10/27/2023 8:56,The Bronx,Sunny,Under Construction,Bus,Severe,1,9,Distracted Driving,FALSE,TRUE,FALSE
A00289,9/5/2023 19:59,Staten Island,Sunny,Dry,Motorcycle,Severe,2,3,Distracted Driving,TRUE,FALSE,FALSE
A00290,4/15/2023 0:15,Brooklyn,Sunny,Wet,Truck,Severe,2,9,Drunk Driving,FALSE,FALSE,FALSE
A00291,8/25/2023 21:38,Staten Island,Rainy,Dry,Truck,Moderate,2,2,Poor Road Condition,FALSE,FALSE,TRUE
A00292,11/30/2023 19:27,Brooklyn,Sunny,Under Construction,Truck,Moderate,1,2,Speeding,TRUE,TRUE,TRUE
A00293,12/3/2023 19:05,The Bronx,Sunny,Wet,Bus,Severe,1,6,Drunk Driving,FALSE,FALSE,FALSE
A00294,9/25/2023 21:28,Brooklyn,Sunny,Wet,Motorcycle,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A00295,4/10/2023 14:27,The Bronx,Snowy,Dry,Car,Severe,1,0,Drunk Driving,TRUE,FALSE,FALSE
A00296,3/31/2023 22:16,The Bronx,Sunny,,Motorcycle,Moderate,2,1,Speeding,FALSE,FALSE,FALSE
A00297,8/25/2023 23:45,Queens,Sunny,Dry,Bus,Minor,1,3,Drunk Driving,FALSE,TRUE,TRUE
A00298,11/20/2023 22:23,The Bronx,Snowy,,Car,Moderate,2,0,Poor Road Condition,FALSE,FALSE,FALSE
A00299,11/11/2023 5:15,Manhattan,Sunny,Dry,Truck,Minor,1,9,Distracted Driving,FALSE,FALSE,FALSE
A00300,3/27/2023 12:25,Queens,Sunny,,Truck,Moderate,2,1,Speeding,FALSE,FALSE,TRUE
A00301,7/23/2023 1:38,Queens,Foggy,Under Construction,Truck,Severe,1,0,Distracted Driving,TRUE,FALSE,TRUE
A00302,1/10/2023 23:31,Manhattan,Sunny,Wet,Truck,Severe,1,5,Distracted Driving,FALSE,FALSE,FALSE
A00303,8/7/2023 17:51,The Bronx,Rainy,Under Construction,Truck,,1,45,Drunk Driving,FALSE,TRUE,TRUE
A00304,9/13/2023 3:35,Manhattan,Sunny,Wet,Car,Severe,1,1,Distracted Driving,FALSE,FALSE,FALSE
A00305,10/25/2023 1:29,Brooklyn,Rainy,Dry,Truck,Severe,1,4,Speeding,FALSE,FALSE,FALSE
A00306,8/21/2023 11:42,Manhattan,Rainy,Wet,Car,Severe,1,9,Distracted Driving,TRUE,FALSE,FALSE
A00307,5/26/2023 7:59,Brooklyn,Foggy,Dry,Truck,Moderate,1,5,Drunk Driving,FALSE,TRUE,TRUE
A00308,2/12/2023 19:55,Brooklyn,Sunny,Dry,Motorcycle,Minor,1,4,Drunk Driving,FALSE,FALSE,FALSE
A00309,1/17/2023 17:43,Queens,Sunny,Under Construction,Motorcycle,Moderate,2,6,Poor Road Condition,FALSE,TRUE,FALSE
A00310,3/12/2023 21:27,Manhattan,Sunny,Dry,Bus,Minor,3,6,Distracted Driving,FALSE,FALSE,TRUE
A00311,5/5/2023 21:35,Manhattan,,Under Construction,Car,Minor,2,8,Distracted Driving,FALSE,FALSE,FALSE
A00312,3/17/2023 20:21,The Bronx,Snowy,Dry,Bus,Minor,3,8,Poor Road Condition,FALSE,FALSE,FALSE
A00313,8/11/2023 6:03,The Bronx,Snowy,Dry,Motorcycle,Severe,2,3,Drunk Driving,FALSE,FALSE,FALSE
A00314,3/19/2023 21:25,Manhattan,Sunny,Under Construction,Bus,,4,9,Drunk Driving,TRUE,FALSE,FALSE
A00315,10/8/2023 15:48,Queens,Foggy,Wet,Car,Moderate,2,1,Drunk Driving,FALSE,FALSE,FALSE
A00316,4/24/2023 1:19,Manhattan,Sunny,Wet,Car,Moderate,4,9,Drunk Driving,FALSE,FALSE,FALSE
A00317,1/15/2023 16:53,Queens,Foggy,Under Construction,Truck,Severe,1,9,Drunk Driving,FALSE,FALSE,FALSE
A00318,3/30/2023 22:54,Brooklyn,Foggy,Under Construction,Bus,Minor,1,9,Speeding,TRUE,TRUE,FALSE
A00319,6/30/2023 4:23,Queens,Sunny,Wet,Truck,Minor,1,5,Distracted Driving,FALSE,TRUE,FALSE
A00320,9/23/2023 19:33,Queens,Foggy,Under Construction,Motorcycle,Moderate,2,9,Distracted Driving,TRUE,FALSE,FALSE
A00321,4/8/2023 6:13,Manhattan,Snowy,Under Construction,Truck,,2,0,Distracted Driving,TRUE,FALSE,FALSE
A00322,12/2/2023 17:20,Manhattan,Rainy,Wet,Truck,Moderate,1,1,Distracted Driving,TRUE,TRUE,FALSE
A00323,11/28/2023 14:57,Brooklyn,Sunny,,Bus,Moderate,1,6,Poor Road Condition,FALSE,FALSE,TRUE
A00324,9/27/2023 22:28,Staten Island,Sunny,,Motorcycle,Severe,1,1,Poor Road Condition,TRUE,FALSE,FALSE
A00325,2/21/2023 23:39,Queens,Sunny,Wet,Car,,1,6,Drunk Driving,FALSE,FALSE,FALSE
A00326,5/21/2023 18:21,The Bronx,Rainy,Wet,Car,Moderate,4,5,Speeding,FALSE,FALSE,FALSE
A00327,7/6/2023 11:42,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A00328,11/23/2023 18:49,Queens,Sunny,Dry,Truck,Moderate,2,0,Drunk Driving,TRUE,TRUE,FALSE
A00329,5/7/2023 12:23,Brooklyn,Foggy,Under Construction,Car,,2,8,Speeding,TRUE,FALSE,FALSE
A00330,9/20/2023 11:09,Queens,Sunny,Under Construction,Car,Severe,4,8,Poor Road Condition,FALSE,TRUE,FALSE
A00331,4/15/2023 6:55,The Bronx,Snowy,,Truck,Severe,1,7,Distracted Driving,FALSE,TRUE,FALSE
A00332,6/7/2023 9:41,Brooklyn,Sunny,Wet,Motorcycle,Moderate,2,1,Poor Road Condition,FALSE,FALSE,FALSE
A00333,6/26/2023 22:05,Staten Island,Sunny,Under Construction,Truck,Moderate,1,4,Drunk Driving,FALSE,TRUE,TRUE
A00334,1/14/2023 2:03,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,3,2,Drunk Driving,TRUE,FALSE,FALSE
A00335,4/24/2023 9:06,Brooklyn,Sunny,Dry,Motorcycle,Severe,1,1,Poor Road Condition,FALSE,FALSE,FALSE
A00336,6/26/2023 11:03,Staten Island,Rainy,Under Construction,Truck,Moderate,2,9,Speeding,FALSE,TRUE,FALSE
A00337,4/11/2023 11:17,Queens,Sunny,Dry,Motorcycle,Moderate,1,8,Distracted Driving,FALSE,TRUE,FALSE
A00338,2/19/2023 15:20,The Bronx,Sunny,Wet,Bus,Moderate,4,2,Distracted Driving,TRUE,TRUE,FALSE
A00339,6/5/2023 21:05,Brooklyn,Sunny,Dry,Motorcycle,Moderate,1,3,Speeding,FALSE,TRUE,FALSE
A00340,4/12/2023 16:20,Brooklyn,Snowy,Dry,Motorcycle,Moderate,2,3,Distracted Driving,FALSE,FALSE,FALSE
A00341,9/12/2023 12:13,The Bronx,Sunny,Under Construction,Car,Moderate,2,4,Drunk Driving,FALSE,TRUE,FALSE
A00342,3/24/2023 18:57,Staten Island,Sunny,Wet,Truck,Moderate,1,6,Drunk Driving,TRUE,FALSE,FALSE
A00343,6/12/2023 1:33,The Bronx,Sunny,,Car,Severe,1,3,Poor Road Condition,FALSE,FALSE,TRUE
A00344,9/30/2023 7:32,Queens,Sunny,Wet,Car,Moderate,1,6,Speeding,FALSE,FALSE,FALSE
A00345,3/19/2023 8:48,Queens,Foggy,Dry,Motorcycle,Severe,4,7,Speeding,FALSE,FALSE,FALSE
A00346,7/25/2023 4:23,The Bronx,Snowy,Dry,Motorcycle,Minor,2,5,Distracted Driving,TRUE,FALSE,FALSE
A00347,8/25/2023 6:03,The Bronx,Snowy,Dry,Truck,Moderate,2,8,Drunk Driving,FALSE,FALSE,FALSE
A00348,6/3/2023 16:14,The Bronx,Sunny,Under Construction,Bus,Moderate,2,4,Distracted Driving,FALSE,TRUE,FALSE
A00349,9/4/2023 10:36,Brooklyn,Sunny,Under Construction,Truck,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A00350,8/12/2023 15:07,Queens,Sunny,Under Construction,Truck,,2,2,Distracted Driving,FALSE,FALSE,FALSE
A00351,2/9/2023 19:15,Staten Island,Sunny,Under Construction,Bus,Minor,1,7,Distracted Driving,FALSE,FALSE,FALSE
A00352,1/18/2023 12:59,Brooklyn,Foggy,Dry,Motorcycle,Severe,2,8,Poor Road Condition,TRUE,FALSE,FALSE
A00353,9/25/2023 16:24,Brooklyn,Sunny,Dry,Bus,Minor,2,2,Poor Road Condition,FALSE,FALSE,FALSE
A00354,4/26/2023 11:47,Queens,Rainy,,Motorcycle,Minor,1,4,Speeding,FALSE,FALSE,FALSE
A00355,2/20/2023 20:44,Brooklyn,Sunny,Dry,Motorcycle,Minor,1,9,Distracted Driving,FALSE,FALSE,TRUE
A00356,1/7/2023 2:57,The Bronx,Sunny,Dry,,Severe,1,3,Speeding,FALSE,TRUE,FALSE
A00357,10/19/2023 12:11,Queens,Sunny,,Motorcycle,Minor,1,6,Distracted Driving,FALSE,FALSE,FALSE
A00358,6/22/2023 18:26,Queens,Foggy,Wet,Motorcycle,Moderate,1,8,Speeding,FALSE,FALSE,TRUE
A00359,2/1/2023 4:54,Staten Island,Sunny,Dry,Truck,Minor,1,4,Speeding,FALSE,FALSE,FALSE
A00360,9/10/2023 9:55,Queens,Snowy,Wet,Car,Moderate,1,6,Distracted Driving,TRUE,FALSE,FALSE
A00361,9/5/2023 19:28,Manhattan,Sunny,Under Construction,Bus,Moderate,1,6,Speeding,FALSE,FALSE,FALSE
A00362,1/19/2023 0:49,Staten Island,Snowy,Under Construction,Car,Severe,3,8,Poor Road Condition,FALSE,FALSE,FALSE
A00363,8/9/2023 17:14,Brooklyn,Snowy,,Bus,Moderate,1,5,Drunk Driving,TRUE,FALSE,FALSE
A00364,9/16/2023 6:32,Queens,Sunny,Under Construction,Bus,Severe,2,4,Speeding,FALSE,TRUE,FALSE
A00365,8/13/2023 4:46,Queens,Snowy,,Truck,Moderate,1,2,Distracted Driving,TRUE,FALSE,TRUE
A00366,5/17/2023 1:02,The Bronx,Sunny,Under Construction,Car,Moderate,1,2,Poor Road Condition,FALSE,TRUE,TRUE
A00367,10/18/2023 20:06,The Bronx,Foggy,Dry,Car,Minor,2,6,Distracted Driving,FALSE,FALSE,FALSE
A00368,5/26/2023 19:00,The Bronx,Sunny,Dry,Truck,Moderate,3,2,Distracted Driving,FALSE,FALSE,FALSE
A00369,5/29/2023 1:58,Staten Island,Sunny,Dry,Car,Moderate,3,9,Poor Road Condition,FALSE,FALSE,FALSE
A00370,7/29/2023 2:49,Manhattan,Snowy,Wet,Bus,Severe,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A00371,4/7/2023 1:55,Brooklyn,,Dry,Motorcycle,Moderate,3,4,Poor Road Condition,FALSE,FALSE,FALSE
A00372,7/6/2023 14:29,Queens,Sunny,Under Construction,Bus,Moderate,3,1,Distracted Driving,TRUE,FALSE,FALSE
A00373,10/28/2023 18:59,Queens,Foggy,Dry,Car,Moderate,2,7,Speeding,TRUE,FALSE,FALSE
A00374,3/31/2023 13:02,Queens,Sunny,Under Construction,Truck,Moderate,2,0,Speeding,FALSE,FALSE,FALSE
A00375,6/17/2023 20:26,Queens,Snowy,,Bus,Moderate,2,7,Speeding,FALSE,FALSE,FALSE
A00376,6/27/2023 18:40,Manhattan,Snowy,Dry,Truck,Severe,2,7,Distracted Driving,FALSE,FALSE,FALSE
A00377,11/28/2023 14:21,Manhattan,Rainy,Dry,Truck,Moderate,1,3,Distracted Driving,FALSE,FALSE,FALSE
A00378,3/26/2023 2:44,Queens,Sunny,Dry,Car,Minor,3,4,Drunk Driving,FALSE,FALSE,FALSE
A00379,1/7/2023 15:19,Queens,Foggy,Dry,,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A00380,11/13/2023 5:26,Brooklyn,,Wet,Bus,Moderate,1,2,Distracted Driving,TRUE,FALSE,FALSE
A00381,11/30/2023 9:52,Staten Island,Sunny,Dry,Truck,Minor,1,5,Distracted Driving,FALSE,FALSE,TRUE
A00382,5/28/2023 17:00,The Bronx,Sunny,Wet,Motorcycle,Moderate,2,3,Speeding,TRUE,FALSE,FALSE
A00383,11/27/2023 20:01,Manhattan,Snowy,Dry,Motorcycle,Minor,2,1,Distracted Driving,FALSE,FALSE,FALSE
A00384,10/7/2023 1:16,The Bronx,Sunny,Dry,Truck,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A00385,7/16/2023 19:27,Staten Island,Snowy,Under Construction,Truck,Moderate,2,0,Drunk Driving,TRUE,FALSE,FALSE
A00386,2/29/2023  1:49:00 PM,Brooklyn,Sunny,Under Construction,Motorcycle,Minor,1,9,Poor Road Condition,FALSE,FALSE,FALSE
A00387,6/14/2023 18:17,Queens,Sunny,Dry,Motorcycle,Minor,3,7,Speeding,FALSE,FALSE,FALSE
A00388,3/17/2023 9:11,Staten Island,Sunny,Under Construction,Truck,Minor,2,2,Drunk Driving,FALSE,FALSE,FALSE
A00389,3/14/2023 11:17,Staten Island,Sunny,,Truck,Severe,1,0,Distracted Driving,FALSE,FALSE,FALSE
A00390,7/6/2023 10:46,Staten Island,Sunny,Under Construction,Truck,Moderate,4,6,Poor Road Condition,TRUE,TRUE,TRUE
A00391,6/13/2023 6:19,Queens,Rainy,Wet,Truck,Severe,4,0,Drunk Driving,TRUE,FALSE,TRUE
A00392,11/2/2023 11:08,Staten Island,Sunny,Dry,Truck,Minor,4,2,Distracted Driving,FALSE,FALSE,TRUE
A00393,11/28/2023 17:48,Queens,Sunny,Dry,Motorcycle,Moderate,1,9,Speeding,TRUE,TRUE,FALSE
A00394,7/12/2023 20:10,Manhattan,Sunny,Dry,Bus,Minor,2,0,Distracted Driving,FALSE,FALSE,FALSE
A00395,10/24/2023 0:11,Brooklyn,Rainy,Dry,Truck,Moderate,1,4,Drunk Driving,FALSE,TRUE,FALSE
A00396,1/3/2023 13:10,Queens,Sunny,,Bus,Minor,1,7,Drunk Driving,FALSE,FALSE,FALSE
A00397,2/19/2023 22:56,Queens,Foggy,Dry,Motorcycle,Severe,3,7,Drunk Driving,TRUE,FALSE,FALSE
A00398,7/16/2023 21:12,Staten Island,Sunny,Dry,Car,Severe,1,8,Drunk Driving,FALSE,TRUE,FALSE
A00399,5/7/2023 7:28,The Bronx,Sunny,Dry,Truck,Moderate,1,2,Poor Road Condition,FALSE,FALSE,FALSE
A00400,3/28/2023 0:58,Manhattan,Sunny,Wet,Bus,Severe,1,9,Speeding,FALSE,FALSE,FALSE
A00401,6/6/2023 13:59,Manhattan,Sunny,Dry,Truck,Moderate,2,5,Poor Road Condition,TRUE,TRUE,TRUE
A00402,8/4/2023 19:51,Manhattan,Snowy,Wet,Motorcycle,Moderate,4,9,Drunk Driving,TRUE,FALSE,FALSE
A00403,1/19/2023 23:49,The Bronx,Sunny,Dry,Motorcycle,Moderate,1,1,Distracted Driving,TRUE,TRUE,TRUE
A00404,5/14/2023 10:46,Staten Island,Sunny,Wet,Truck,Severe,2,6,Drunk Driving,FALSE,FALSE,FALSE
A00405,2/9/2023 16:13,Queens,Foggy,Wet,Motorcycle,Moderate,1,9,Drunk Driving,FALSE,TRUE,TRUE
A00406,4/14/2023 0:37,Manhattan,Sunny,Wet,Car,Minor,2,2,Drunk Driving,FALSE,FALSE,FALSE
A00407,5/8/2023 16:29,Brooklyn,Rainy,,Truck,Minor,2,1,Speeding,FALSE,FALSE,FALSE
A00408,8/22/2023 18:41,Manhattan,Foggy,Dry,Truck,Moderate,1,0,Distracted Driving,FALSE,TRUE,FALSE
A00409,5/13/2023 20:31,Staten Island,Sunny,,Motorcycle,Moderate,1,3,Speeding,FALSE,FALSE,TRUE
A00410,7/10/2023 14:23,Staten Island,Sunny,Under Construction,Car,Moderate,1,5,Poor Road Condition,TRUE,FALSE,TRUE
A00411,3/3/2023 1:47,Staten Island,Sunny,Wet,Truck,Moderate,4,6,Drunk Driving,FALSE,FALSE,FALSE
A00412,11/8/2023 5:17,Queens,Snowy,Wet,Car,Minor,1,7,Distracted Driving,FALSE,TRUE,TRUE
A00413,10/11/2023 23:26,The Bronx,Snowy,Dry,Truck,Minor,1,8,Drunk Driving,TRUE,FALSE,FALSE
A00414,7/27/2023 17:47,Queens,Rainy,Dry,Bus,Moderate,1,5,Speeding,TRUE,TRUE,TRUE
A00415,4/6/2023 12:52,Staten Island,Sunny,Under Construction,Car,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A00416,1/26/2023 18:06,Staten Island,Sunny,Wet,Bus,Moderate,2,4,Speeding,FALSE,FALSE,FALSE
A00417,8/20/2023 20:41,Queens,Sunny,Wet,Motorcycle,Minor,2,3,Distracted Driving,FALSE,FALSE,FALSE
A00418,9/6/2023 12:37,Staten Island,Rainy,Under Construction,Motorcycle,Moderate,3,6,Speeding,FALSE,FALSE,FALSE
A00419,7/3/2023 8:50,The Bronx,Foggy,,Truck,Minor,2,8,Drunk Driving,FALSE,FALSE,FALSE
A00420,6/4/2023 2:36,Queens,Sunny,Dry,Bus,Minor,4,8,Drunk Driving,FALSE,TRUE,TRUE
A00421,5/19/2023 9:58,Manhattan,Sunny,Under Construction,Truck,Minor,1,9,Distracted Driving,FALSE,FALSE,FALSE
A00422,9/13/2023 20:36,Queens,Sunny,Dry,Bus,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A00423,6/23/2023 3:41,Manhattan,Sunny,Dry,Car,Moderate,1,4,Distracted Driving,FALSE,FALSE,TRUE
